income,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
high,51,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
not_high,35,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
high,47,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany
not_high,22,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
high,49,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,20,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States
not_high,19,Private,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,42,Private,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States
not_high,23,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States
not_high,20,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,United-States
not_high,47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,17,Private,8,Never-married,Other-service,Own-child,Black,Male,0,0,18,United-States
not_high,39,Private,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
not_high,25,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
not_high,31,Private,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,43,United-States
not_high,44,Private,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,Haiti
high,53,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,34,Private,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
not_high,45,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
high,35,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,36,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States
not_high,45,Private,10,Widowed,Other-service,Unmarried,White,Female,0,0,45,United-States
not_high,37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
high,53,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,65,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,49,Self-emp-not-inc,6,Divorced,Farming-fishing,Unmarried,White,Male,0,0,70,United-States
not_high,24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
not_high,54,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States
not_high,19,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States
not_high,60,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
high,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
not_high,26,Private,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States
not_high,58,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,Cuba
not_high,37,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,United-States
high,41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
not_high,30,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
high,48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece
not_high,22,Private,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,24,United-States
not_high,25,Private,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala
not_high,18,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States
not_high,21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
not_high,47,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,33,Private,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,36,United-States
high,67,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States
not_high,18,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States
not_high,36,Private,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
not_high,23,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States
not_high,73,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
high,31,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,20,Private,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
not_high,20,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
not_high,27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
not_high,66,Self-emp-inc,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
not_high,66,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
not_high,64,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
not_high,24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
high,25,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
not_high,33,Private,7,Separated,Sales,Own-child,White,Female,0,0,20,United-States
not_high,50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
not_high,51,Private,4,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,50,Dominican-Republic
high,34,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
not_high,41,Local-gov,4,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
not_high,30,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,37,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,Mexico
not_high,28,Private,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States
not_high,19,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
not_high,28,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
not_high,62,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
not_high,58,Self-emp-not-inc,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Greece
not_high,43,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,32,State-gov,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,64,Local-gov,5,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
high,39,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States
not_high,26,Private,13,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States
not_high,19,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States
not_high,21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States
not_high,32,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,26,Private,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,50,United-States
not_high,20,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,15,United-States
not_high,19,Private,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
high,33,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States
not_high,23,Private,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,El-Salvador
not_high,29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
not_high,42,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,30,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
not_high,63,Private,9,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,0,20,United-States
not_high,34,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
not_high,60,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States
not_high,48,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
not_high,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,27,Private,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
not_high,32,Private,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States
not_high,22,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Greece
not_high,25,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States
not_high,24,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States
not_high,29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
high,39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,33,Self-emp-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,57,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
not_high,22,Private,6,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States
not_high,33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
not_high,42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,43,Private,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,45,United-States
high,57,Self-emp-not-inc,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States
high,42,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
not_high,39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
high,41,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States
not_high,20,Local-gov,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
not_high,47,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,44,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
not_high,29,Private,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
high,71,Private,10,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States
not_high,52,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States
not_high,36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
high,53,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
high,37,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States
not_high,26,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
high,34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
high,35,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
not_high,20,Private,5,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
not_high,56,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
high,39,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States
not_high,24,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States
not_high,24,Private,7,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States
not_high,23,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
not_high,27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
not_high,25,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
not_high,29,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
high,42,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,United-States
not_high,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,59,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
not_high,29,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
not_high,18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
not_high,24,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,36,United-States
not_high,38,State-gov,10,Separated,Exec-managerial,Own-child,White,Male,0,0,40,United-States
not_high,34,Self-emp-not-inc,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,45,Self-emp-not-inc,8,Divorced,Craft-repair,Other-relative,Black,Male,0,0,35,United-States
not_high,21,Private,11,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
not_high,32,Private,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States
high,45,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
not_high,53,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos
not_high,42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States
not_high,32,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,62,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,Mexico
not_high,28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
not_high,32,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States
high,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan
not_high,44,Local-gov,9,Divorced,Transport-moving,Own-child,White,Male,0,0,25,United-States
not_high,19,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
not_high,24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
high,58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,56,Private,13,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,37,Private,6,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
not_high,43,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
not_high,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,34,Private,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States
not_high,44,Private,5,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States
not_high,28,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
not_high,35,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
not_high,38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,26,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
not_high,20,Private,7,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States
high,24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Mexico
not_high,40,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
not_high,23,Private,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
not_high,79,Local-gov,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,7,United-States
not_high,44,Private,6,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,42,United-States
not_high,30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
